pass_id,labez,lesart
299,a,και σπλαγχνισθεις εκτεινας την χειρα
299,b,και οργισθεις εκτεινας την χειρα
299,c,ο δε ιησους σπλαγχνισθεις και εκτεινας την χειρα
299,d,ο δε ιησους σπλαγχνισθεις εκτεινας την χειρα
299,e,ο δε ιησους εκτεινας την χειρα σπλαγχνισθεις
299,f,σπλαγχνισθεις δε ο ιησους εκτεινας την χειρα
299,g,ο δε σπλαγχνισθεις εκτεινας την χειρα
300,a,""
300,b,και
301,a,αυτου ηψατο
301,b,ηψατο αυτου
301,c,αυτου ηψατο αυτου
301,d,ηψατο
302,a,και λεγει
302,b,λεγων
303,a,αυτω
303,b,αυτο
303,c,""
304,a,θελω
304,b,""
305,a,ευθυς
305,b,ειποντος αυτου ευθυς
305,c,ευθεως ειποντος αυτου
305,d,ειποντος αυτω ευθεως
306,a,απηλθεν απ αυτου η λεπρα
306,b,απηλθεν η λεπρα απ αυτου
306,c,η λεπρα απηλθεν απ αυτου
306,d,απηλθεν η λεπρα αυτου
306,e,απηλθεν η λεπρα
307,a,""
308,a,και εκαθαρισθη και εμβριμησαμενος αυτω ευθυς εξεβαλεν αυτον
308,b,""
309,a,""
309,b,απ αυτου
309,zu,""
310,a,και
310,b,""
310,zu,""
311,a,αυτω
311,b,""
311,zu,""
312,a,""
312,b,ορα (cf. 44/8)
312,zu,""
313,a,ευθυς εξεβαλεν αυτον και λεγει
313,b,λεγει
314,a,ευθυς εξεβαλεν αυτον
314,b,εξεβαλεν αυτον ευθεως
314,c,ευθεως εξεβαλλεν αυτον
314,d,ευθεως εξεβαλεν αυτον ευθεως
314,e,ευθεως και εξεβαλεν αυτον
314,f,εξεβαλεν αυτον
314,zu,""
315,a,""
315,b,εξω
315,zu,""
316,a,και λεγει
316,b,και ειπεν
316,c,ειπων
316,zu,""
317,a,αυτω
317,b,""
318,a,ορα
318,b,αρα
319,a,""
319,b,δε
320,a,μηδενι μηδεν ειπης
320,b,μηδεν ειπης μηδενι
320,c,μηδενι ειπης
320,d,μηδεν ειπης
320,e,μηδενι ειπειν
321,a,υπαγε
321,b,απαγε
322,a,σεαυτον δειξον
322,b,δειξον σεαυτον
323,a,τω ιερει
323,b,τω αρχιερει
324,a,προσενεγκε
324,b,προσαγαγε
325,a,""
325,b,αυτω
326,a,περι
326,b,υπερ
327,a,""
327,b,αυτου
328,a,καθαρισμου
328,b,καθαρσιου
329,a,σου
329,b,""
330,a,α
330,b,ο
330,c,καθως
331,a,""
331,b,ο
332,a,αυτοις
332,b,αυτω
332,c,αυτου
333,a,ο δε
333,b,και
334,a,ηρξατο
334,b,ειρξατο (cf. 24-28g)
335,a,πολλα και διαφημιζειν τον λογον
335,b,και διαφημιζειν πολλα τον λογον
335,c,πολλα διαφημιζειν τον λογον
335,d,και διαφημιζειν τον λογον
335,e,πολλα και διαφημιζειν
335,f,πολλα
336,a,μηκετι αυτον δυνασθαι φανερως εις πολιν εισελθειν
336,b,ουκετι αυτον φανερως δυνασθαι εις πολιν εισελθειν
336,c,μηκετι αυτον φανερως δεικνυσθαι η εις πολιν εισελθειν
336,d,μηκετι δυνασθαι φανερως εις πολιν εισελθειν
336,e,μηκετι δυνασθαι φανερως εισελθειν εις πολιν
337,a,μηκετι αυτον δυνασθαι
337,b,μηκετι δυνασθαι αυτον
337,c,αυτον μηκετι δυνασθαι
337,d,ουκετι αυτον δυνασθαι
337,e,μη δυνασθαι αυτον
337,f,μηκετι αυτους δυνασθαι
337,g,αυτον δυνασθαι (cf. 8b)
337,zu,""
338,a,φανερως εις πολιν
338,b,εις πολιν φανερως
338,c,φανερον εις πολιν
338,d,φανερως εις την πολιν
338,zu,""
339,a,εισελθειν
339,b,εισιεναι
339,c,εξελθειν
339,d,ελθειν
340,a,επ
340,b,εν
341,a,ην
341,b,""
342,a,παντοθεν
342,b,ανωθεν
343,a,""
343,b,και ελαλει αυτοις τον λογον
344,a,και
344,b,τω καιρω εκεινω (cf. 12-14c)
344,c,""
345,a,εισελθων παλιν
345,b,εισηλθεν παλιν
345,c,παλιν εισηλθεν
345,d,εισελθων ο ιησους παλιν
345,e,εισηλθεν ο ιησους παλιν
345,f,εισηλθεν παλιν ο ιησους
345,g,εισηλθεν ο ιησους
345,h,εισηλθεν
345,i,ελθων παλιν
345,j,ηλθεν παλιν
345,k,ελθων ο κυριος ημων ιησους ο χριστος
345,l,ηλθεν ο ιησους παλιν
345,n,παλιν ερχεται
346,a,δι ημερων
346,b,δι ημερων ολιγων
346,c,om (cf. 2b)
347,a,""
347,b,και (cf. 4-6)
348,a,εν οικω
348,b,εις οικον
348,c,εκει εις οικον
349,a,""
349,b,ευθεως
350,a,συνηχθησαν
350,b,προσηνεχθησαν
351,a,""
351,b,αυτω
351,c,προς αυτον
352,a,πολλοι
352,b,οχλοι πολλοι
353,a,ωστε
353,b,ως
354,a,μηκετι
354,b,μη
355,a,χωρειν
355,b,χωρειν αυτους
355,c,αυτους χωρειν
355,d,αυτοις χωρειν
355,e,δυνασθαι χωρειν
356,a,μηδε τα προς την θυραν
356,b,""
357,a,μηδε τα
357,b,μητε τα
357,c,τα
357,zu,""
358,a,την θυραν
358,b,τη θυρα
358,zu,""
359,a,αυτοις τον λογον
359,b,τον λογον αυτοις
359,c,προς αυτους λογον
359,d,προς αυτους τον λογον
360,a,""
360,b,περι του παραλυτικου
361,a,""
361,b,ιδου ανδρες
362,a,ερχονται
362,b,ηρχοντο
363,a,φεροντες προς αυτον παραλυτικον αιρομενον υπο τεσσαρων
363,b,προς αυτον βασταζοντες εν κρεβαττω παραλυτικον
364,a,φεροντες προς αυτον παραλυτικον
364,b,προς αυτον παραλυτικον φεροντες
364,c,προς αυτον φεροντες παραλυτικον
364,d,προς αυτον τινες παραλυτικον φεροντες
364,e,τινες φεροντες προς αυτον παραλυτικον
364,zu,""
365,a,αιρομενον υπο τεσσαρων
365,b,υπο τεσσαρων αιρομενον
365,c,αιρομενον απο τεσσαρων
365,d,αιρομενον επι τεσσαρων
365,e,αιρουμενον υπο τεσσαρων
365,zu,""
366,a,""
366,b,επι κλινης
366,zu,""
367,a,προσενεγκαι αυτω
367,b,προσενεγκαι αυτον
367,c,προσεγγισαι αυτω
367,d,αυτω προσεγγισαι
367,e,προσεγγισαι αυτον
367,f,προσεγγισαι αυτον αυτω
367,h,εγγισαι αυτω
367,i,προσενγισαι
367,j,προσελθειν αυτω
368,a,δια τον οχλον
368,b,απο του οχλου
369,a,στεγην
369,b,σκεπην
370,a,""
370,b,αυτου
371,a,""
371,b,ιησους
371,c,ο ιησους
372,a,εξορυξαντες
372,b,ορυξαντες
372,c,""
373,a,οπου
373,b,εφ ω
373,c,εφ ου
373,d,εφ ον
373,e,εις ον
374,a,ο παραλυτικος κατεκειτο
374,b,παραλυτικος κατεκειτο
374,c,ο παραλυτικος εκειτο
374,d,ην ο παραλυτικος κατακειμενος
375,a,και ιδων
375,b,ιδων δε
375,c,ιδων
376,a,ο ιησους
376,b,""
377,a,λεγει
377,b,ειπεν
378,a,""
378,b,θαρσει
379,a,τεκνον
379,b,""
380,a,""
380,b,μου
381,a,αφιενται
381,b,αφεωνται
382,a,σου αι αμαρτιαι
382,b,αι αμαρτιαι σου
382,c,σοι αι αμαρτιαι σου
382,d,σοι αι αμαρτιαι
383,a,τινες των γραμματεων εκει
383,b,τινες εκει των γραμματεων
383,c,εκει τινες των γραμματεων
384,a,διαλογιζομενοι
384,b,διελογιζοντο
385,a,""
385,b,λεγοντες
386,a,τι ουτος ουτως
386,b,τις εστιν ουτος ουτος
387,a,τι
387,b,οτι
387,zu,""
388,a,ουτος ουτως
388,b,ουτως ουτος
388,c,ουτος
388,d,ουτως
388,zu,""
389,a,λαλει βλασφημει
389,b,λαλει βλασφημιας
389,c,λαλει βλασφημιαν
389,d,βλασφημει
390,a,αφιεναι
390,b,αφειναι
391,a,""
391,b,τας
392,a,εις
392,b,""
393,a,ο
393,b,""
394,a,ευθυς
394,b,""
395,a,επιγνους ο ιησους τω πνευματι
395,b,επιγνους τω πνευματι ο ιησους
395,c,ο ιησους επιγνους τω πνευματι
395,d,επιγνους τω πνευματι
395,e,επιγνους ο ιησους
396,a,αυτου
396,b,""
397,a,""
397,b,αυτων τους διαλογισμους και
398,a,οτι ουτως διαλογιζονται εν εαυτοις
398,b,""
399,a,ουτως
399,b,ουτως αυτοι
399,c,ουτως ουτοι
399,d,ουτως αυτου
399,e,ουτως αυτω̣
399,f,""
399,zu,""
400,a,διαλογιζονται
400,b,λογιζονται
400,zu,""
401,a,εν εαυτοις
401,b,εν ταις καρδιαις αυτων (cf. 38-44)
401,c,εαυτοις
401,d,""
401,zu,""
402,a,λεγει αυτοις
402,b,ειπεν αυτοις
402,c,λεγει
402,d,ειπεν
403,a,τι
403,b,οτι
404,a,ταυτα
404,b,""
405,a,ταις καρδιαις υμων
405,b,εαυτοις (cf. 26)
406,a,""
406,b,γαρ
407,a,εστιν
407,b,""
408,a,ευκοπωτερον
408,b,ευκοπον
409,a,ειπειν τω παραλυτικω
409,b,τω παραλυτικω ειπειν
409,c,ειπειν τω παραλυτω
409,d,ειπειν
410,a,αφιενται σου αι αμαρτιαι η ειπειν εγειρε και αρον τον κραβαττον σου και περιπατει
410,b,εγειρε αρον τον κραβαττον σου και υπαγε εις τον οικον σου η ειπειν αφεωνται σοι αι αμαρτιαι
411,a,αφιενται
411,b,αφεωνται
412,a,σου αι αμαρτιαι
412,b,σοι αι αμαρτιαι
412,c,σοι αι αμαρτιαι σου
412,d,αι αμαρτιαι
413,a,""
413,b,τω παραλυτικω
414,a,εγειρε
414,b,εγειραι
414,c,εγειρου
414,d,""
415,a,και αρον τον κραβαττον σου και περιπατει
415,b,και περιπατει αρας τον κραββατον σου
415,c,και περιπατει
416,a,και αρον
416,b,αρον
416,c,""
416,zu,""
417,a,τον κραβαττον σου
417,b,σου τον κραβαττον
417,c,τον κραβαττον
417,zu,""
418,a,περιπατει
418,b,υπαγε
419,a,""
419,b,εις τον οικον σου
420,a,δε
420,b,""
421,a,ειδητε
421,b,ιδητε
422,a,ο υιος του ανθρωπου αφιεναι αμαρτιας επι της γης
423,a,αφιεναι αμαρτιας επι της γης
423,b,επι της γης αφιεναι αμαρτιας
423,c,αφιεναι επι της γης αμαρτιας
423,d,αφιεναι επι της γης αμαρτιαν
423,e,αφιεναι αμαρτιας
423,zu,""
424,a,""
424,b,τοτε
425,a,σοι λεγω εγειρε
425,b,εγειρε σοι λεγω
425,c,σοι λεγω εγειραι
425,d,σοι λεγω εγειρε και
425,e,σοι λεγω εγειρον και
425,f,σοι λεγω εγειραι και
425,g,σοι λεγω εγερθητι και
425,h,εγειρε και
425,i,εγειραι και
425,j,εγερθεις
425,k,""
426,a,τον κραβαττον σου
426,b,σου τον κραβαττον
426,c,τον κραβατον
427,a,υπαγε εις τον οικον σου
427,b,περιπατει και υπαγε εις τον οικον σου
427,c,περιπατει
428,a,και ηγερθη και ευθυς
428,b,και ηγερθη ευθυς και
428,d,και εγερθεις ευθεως και
428,e,και ηγερθη ευθεως ο παραλυτικος και
428,f,και ευθεως ηγερθη ορθος και
428,g,και ηγερθη και ευθεως και
428,h,και ηγερθη και
428,i,και εγερθεις ευθυς
428,j,ο δε εγερθεις και
428,k,και
429,a,τον κραβαττον
429,b,τον κραβαττον αυτου
429,c,αυτου τον κραβαττον
430,a,εξηλθεν εναντιον παντων
430,b,εμπροσθεν παντων απηλθεν
431,a,εναντιον
431,b,εμπροσθεν
431,c,ενωπιον
432,a,""
432,b,ανθρωπων
433,a,εξιστασθαι
433,b,θαυμαζειν
434,a,παντας
434,b,αυτους
435,a,δοξαζειν τον θεον λεγοντας οτι ουτως ουδεποτε ειδομεν
435,b,δοξαζειν τον θεον οτι ουτως ουδεποτε ειδον
436,a,δοξαζειν τον θεον λεγοντας
436,b,δοξαζοντας τον θεον λεγοντας
436,c,εδοξαζον τον θεον λεγοντες
436,d,λεγειν δοξαζειν τον θεον
436,e,δοξαζειν τον θεον και λεγοντας
436,f,δοξαζειν τον θεον και λεγειν
436,g,δοξαζειν τον θεον
437,a,οτι
437,b,""
438,a,ουτως ουδεποτε ειδομεν
438,b,ουδεποτε ουτως ειδομεν
438,c,ουδεποτε ιδαμεν ουτως
438,d,ουτως ουδεποτε εφανη
438,e,ουδεπω ουτως ιδομεν
438,zu,""
